4.28789,1.26784,0.00000
-4.05029,0.37291,0.00000
-1.32357,1.70487,1.00000
-1.58504,-0.22947,1.00000
1.00997,1.73151,0.00000
-2.40059,-0.66900,1.00000
-0.94989,-1.30666,0.00000
3.53091,0.80996,1.00000
-2.52177,1.83572,0.00000
4.24431,2.06493,0.00000
-3.03874,-0.96847,0.00000
2.53382,-1.41534,1.00000
0.88764,1.54927,1.00000
-1.85386,-0.11905,1.00000
-6.48253,-2.04878,0.00000
-0.50514,-2.49557,1.00000
3.26482,-2.86028,1.00000
-0.88009,0.26148,0.00000
2.88255,-2.87172,2.00000
2.32633,0.02047,0.00000
-1.96302,0.92421,1.00000
0.39812,-1.20043,0.00000
0.13960,-0.77063,2.00000
0.22703,1.32426,0.00000
3.17203,-2.47563,1.00000
4.26607,-3.90418,2.00000
-0.30357,1.17663,1.00000
0.56198,-1.24540,2.00000
-0.41624,-0.98600,2.00000
-1.17873,1.69920,0.00000
0.71403,-1.38582,0.00000
1.79920,0.61460,1.00000
1.62572,1.25926,0.00000
-1.65799,-1.12036,0.00000
1.49459,1.22074,2.00000
-0.04180,0.23465,0.00000
2.55533,-1.18314,2.00000
1.09419,-0.40439,2.00000
-0.43536,2.19755,2.00000
1.65083,1.62702,1.00000
2.61096,0.04201,1.00000
1.36391,-0.62053,1.00000
0.64833,-0.26029,2.00000
0.19399,1.19031,1.00000
-1.63644,4.18477,1.00000
-2.01203,-2.42838,0.00000
2.31622,1.58333,1.00000
1.24824,1.25669,1.00000
-0.02449,-1.79451,2.00000
0.15161,-1.35432,2.00000
1.95024,-0.29411,2.00000
-1.65099,-0.64277,2.00000
0.82586,-1.12745,2.00000
-1.64444,0.48737,2.00000
0.48993,-1.01389,1.00000
-0.94208,0.46410,2.00000
-2.89617,-2.81493,2.00000
-1.43689,-0.42689,0.00000
0.62182,2.95071,1.00000
1.71532,-0.31988,1.00000
-0.03803,-2.00506,1.00000
-0.03703,-0.57732,2.00000
0.64544,-1.65446,2.00000
1.03869,3.06548,2.00000
-0.21752,0.80342,0.00000
1.38029,-0.80244,2.00000
0.44818,0.02518,0.00000
0.19535,-1.54602,1.00000
0.04902,0.99600,2.00000
2.90229,1.91854,0.00000
4.30636,-1.53470,0.00000
1.74464,0.36668,2.00000
4.37961,-1.61660,1.00000
-1.67944,-1.19879,1.00000
-4.24779,-1.05151,1.00000
-1.51827,0.30079,0.00000
0.68351,3.75234,0.00000
1.90085,-1.15381,0.00000
-1.79683,0.98384,0.00000
-2.64047,3.66292,1.00000
2.35888,-0.93835,2.00000
-3.42627,2.70774,0.00000
-0.22908,2.47563,0.00000
